instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
118,In Elizabeth Ref difficult beginner senseAugust,10886,2.65771484375,0,0,0,0,0,217.7629075050354,1,1,0,1,0,microsoft/Phi-3-mini-4k-instruct,160,2,15,2.9.1+cu128,4.57.3
119,In printhall neatONE senseAugust,3780,0.9228515625,0,0,0,0,0,67.7318823337555,0,0,0,1,0,microsoft/Phi-3-mini-4k-instruct,161,2,15,2.9.1+cu128,4.57.3
120,In Elizabeth Ref difficultbed senseAugust,1514,0.36962890625,0,0,0,0,0,22.53208088874817,0,0,0,1,0,microsoft/Phi-3-mini-4k-instruct,162,2,15,2.9.1+cu128,4.57.3
121,Inthehall neatONE senseAugust,1229,0.300048828125,0,0,0,0,0,18.24981188774109,0,0,0,1,0,microsoft/Phi-3-mini-4k-instruct,163,2,15,2.9.1+cu128,4.57.3
122,Inthe Ref neatONE partiallyAugust,913,0.222900390625,0,0,0,0,0,13.483885526657104,0,0,0,1,0,microsoft/Phi-3-mini-4k-instruct,164,2,15,2.9.1+cu128,4.57.3
123,Inthe Ref neat Season senseAugust,517,0.126220703125,0,0,0,0,0,7.665354490280151,0,0,0,1,0,microsoft/Phi-3-mini-4k-instruct,165,2,15,2.9.1+cu128,4.57.3
124,In Elizabeth Ref neatGood senseAugust,16384,4.0,1,1,0,0,0,333.49524760246277,1,1,1,0,1,microsoft/Phi-3-mini-4k-instruct,166,2,15,2.9.1+cu128,4.57.3
125,In Elizabeth Ref neat Season senseAugust,858,0.20947265625,0,0,0,0,0,12.636678695678711,0,0,0,1,0,microsoft/Phi-3-mini-4k-instruct,167,2,15,2.9.1+cu128,4.57.3
126,Inthe Ref neat beginner sense CON,10091,2.463623046875,0,0,0,0,0,200.78115940093994,1,1,0,1,0,microsoft/Phi-3-mini-4k-instruct,168,2,15,2.9.1+cu128,4.57.3
127,Inthe ReftitleONE senseAugust,3585,0.875244140625,0,0,0,0,0,63.592562437057495,0,0,0,0,0,microsoft/Phi-3-mini-4k-instruct,169,2,15,2.9.1+cu128,4.57.3
