instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
154,Bog Origin Snow responsible pertketAugust,2064,0.50390625,0,0,0,0,0,31.928380250930786,0,0,0,1,0,microsoft/Phi-3-mini-4k-instruct,632,10,15,2.9.1+cu128,4.57.3
155,Bog maximum Snow responsible OverlaxAugust,1267,0.309326171875,0,0,0,0,0,18.749154090881348,0,0,0,1,0,microsoft/Phi-3-mini-4k-instruct,633,10,15,2.9.1+cu128,4.57.3
156,Bog Origin Snow responsible dictionIDE Bu,13456,3.28515625,0,0,0,0,0,271.3346688747406,1,1,0,1,0,microsoft/Phi-3-mini-4k-instruct,634,10,15,2.9.1+cu128,4.57.3
157,Bog maximum SnowangerpatBrowserAugust,286,0.06982421875,0,0,0,0,0,4.2058234214782715,0,0,0,1,0,microsoft/Phi-3-mini-4k-instruct,635,10,15,2.9.1+cu128,4.57.3
158,BogGe Snow responsible OverlaxAugust,2840,0.693359375,0,0,0,0,0,48.0462965965271,0,0,0,1,0,microsoft/Phi-3-mini-4k-instruct,636,10,15,2.9.1+cu128,4.57.3
159,Release maximum Snow responsible herolaxAugust,2929,0.715087890625,0,0,0,0,0,49.44261622428894,0,0,0,1,0,microsoft/Phi-3-mini-4k-instruct,637,10,15,2.9.1+cu128,4.57.3
160,Bog maximum Snow responsible dictionIDEAugust,1736,0.423828125,0,0,0,0,0,25.976715087890625,0,0,0,1,0,microsoft/Phi-3-mini-4k-instruct,638,10,15,2.9.1+cu128,4.57.3
161,Bog maximum Snow responsible OverdispatchAugust,5436,1.3271484375,0,0,0,0,0,102.41307473182678,1,0,0,1,0,microsoft/Phi-3-mini-4k-instruct,639,10,15,2.9.1+cu128,4.57.3
162,Bog maximum Snowanger OverlaxAugust,854,0.20849609375,0,0,0,0,0,12.609247922897339,0,0,0,1,0,microsoft/Phi-3-mini-4k-instruct,640,10,15,2.9.1+cu128,4.57.3
163,Bog maximum Snow responsible herolaxAugust,10053,2.454345703125,0,0,0,0,0,199.9062922000885,1,1,0,1,0,microsoft/Phi-3-mini-4k-instruct,641,10,15,2.9.1+cu128,4.57.3
