instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
216,Round& zijn qualraineagenג,158,0.03857421875,0,0,0,0,0,3.8887827396392822,0,0,0,1,0,meta-llama/Llama-2-7b-hf,258,8,15,2.9.1+cu128,4.57.3
217,ַ jej zijn qual givingagenג,130,0.03173828125,0,0,0,0,0,2.8676536083221436,0,0,0,1,0,meta-llama/Llama-2-7b-hf,259,8,15,2.9.1+cu128,4.57.3
0,ַ jej iterations especies lectureströmג,4982,1.21630859375,0,0,0,0,0,128.99594163894653,1,0,0,1,0,meta-llama/Llama-2-7b-hf,260,8,15,2.9.1+cu128,4.57.3
1,ַ jej zijn qual lectureströmג,1560,0.380859375,0,0,0,0,0,35.918766498565674,0,0,0,1,0,meta-llama/Llama-2-7b-hf,261,8,15,2.9.1+cu128,4.57.3
2,ַ jej zijn qual lecture mayoríaג,1772,0.4326171875,0,0,0,0,0,41.08709788322449,0,0,0,1,0,meta-llama/Llama-2-7b-hf,262,8,15,2.9.1+cu128,4.57.3
3,ַ& LCCN qual lecture mayoríaג,501,0.122314453125,0,0,0,0,0,11.204135179519653,0,0,0,1,0,meta-llama/Llama-2-7b-hf,263,8,15,2.9.1+cu128,4.57.3
4,став earlier zijn qual lecture mayoríaג,12331,3.010498046875,0,0,0,0,0,430.22965002059937,1,1,0,1,0,meta-llama/Llama-2-7b-hf,264,8,15,2.9.1+cu128,4.57.3
5,ַ& rim kingdom lectureströmג,4735,1.156005859375,0,0,0,0,0,121.94130849838257,1,0,0,1,0,meta-llama/Llama-2-7b-hf,265,8,15,2.9.1+cu128,4.57.3
6,ַ jej zijn qual giving mayoríaג,1647,0.402099609375,0,0,0,0,0,38.01466155052185,0,0,0,1,0,meta-llama/Llama-2-7b-hf,266,8,15,2.9.1+cu128,4.57.3
7,)& Dob Ad lecture mayoríaג,99,0.024169921875,0,0,0,0,0,2.1791300773620605,0,0,0,1,0,meta-llama/Llama-2-7b-hf,267,8,15,2.9.1+cu128,4.57.3
8,ַ jej VM qualbolds mayoríaג,615,0.150146484375,0,0,0,0,0,13.787235021591187,0,0,0,1,0,meta-llama/Llama-2-7b-hf,268,8,15,2.9.1+cu128,4.57.3
9,ַ&).. qual lecture mayoríaג,4258,1.03955078125,0,0,0,0,0,107.42329382896423,1,0,0,1,0,meta-llama/Llama-2-7b-hf,269,8,15,2.9.1+cu128,4.57.3
10,ַ jej zijn qualści mayoríaג,4869,1.188720703125,0,0,0,0,0,125.85467386245728,1,0,0,1,0,meta-llama/Llama-2-7b-hf,270,8,15,2.9.1+cu128,4.57.3
11,ַג zijn qual givingagenג,4877,1.190673828125,0,0,0,0,0,126.01999497413635,1,0,0,1,0,meta-llama/Llama-2-7b-hf,271,8,15,2.9.1+cu128,4.57.3
12,ַ jej VM qual lecture mayoría resp,7,0.001708984375,0,0,0,0,0,0.15753531455993652,0,0,0,1,0,meta-llama/Llama-2-7b-hf,272,8,15,2.9.1+cu128,4.57.3
13,ַ jej самы qual lecture mayoríaג,4763,1.162841796875,0,0,0,0,0,122.65947794914246,1,0,0,1,0,meta-llama/Llama-2-7b-hf,273,8,15,2.9.1+cu128,4.57.3
14,ַ jej VM qualxl mayoríaג,1237,0.302001953125,0,0,0,0,0,28.211795568466187,0,0,0,1,0,meta-llama/Llama-2-7b-hf,274,8,15,2.9.1+cu128,4.57.3
15,install& zijn qual givingagenג,3309,0.807861328125,0,0,0,0,0,80.74466824531555,0,0,0,1,0,meta-llama/Llama-2-7b-hf,275,8,15,2.9.1+cu128,4.57.3
16,ַ jej VM qual givingagenג,4475,1.092529296875,0,0,0,0,0,113.93761110305786,1,0,0,1,0,meta-llama/Llama-2-7b-hf,276,8,15,2.9.1+cu128,4.57.3
17,воло jej VM qual lecture mayoríaג,4645,1.134033203125,0,0,0,0,0,119.1967875957489,1,0,0,1,0,meta-llama/Llama-2-7b-hf,277,8,15,2.9.1+cu128,4.57.3
18,ַ& zijnम lecture mayoríaג,17,0.004150390625,0,0,0,0,0,0.37709617614746094,0,0,0,1,0,meta-llama/Llama-2-7b-hf,278,8,15,2.9.1+cu128,4.57.3
19,Hij jej VM qual lecture mayoríaג,1269,0.309814453125,0,0,0,0,0,29.12523317337036,0,0,0,1,0,meta-llama/Llama-2-7b-hf,279,8,15,2.9.1+cu128,4.57.3
20,ַ jej zijn qual lecture pentruג,343,0.083740234375,0,0,0,0,0,7.623851299285889,0,0,0,1,0,meta-llama/Llama-2-7b-hf,280,8,15,2.9.1+cu128,4.57.3
21,ַ& zijn qual lecture pentruג,69,0.016845703125,0,0,0,0,0,1.528362512588501,0,0,0,1,0,meta-llama/Llama-2-7b-hf,281,8,15,2.9.1+cu128,4.57.3
22,ַ& zijn qual lecture화 Vin,3005,0.733642578125,0,0,0,0,0,72.56588816642761,0,0,0,1,0,meta-llama/Llama-2-7b-hf,282,8,15,2.9.1+cu128,4.57.3
23,ַ jej zijn qual lecture mayoría évol,2985,0.728759765625,0,0,0,0,0,72.76512026786804,0,0,0,1,0,meta-llama/Llama-2-7b-hf,283,8,15,2.9.1+cu128,4.57.3
24,ַ jej zijn qual lecture화 Vin,5497,1.342041015625,0,0,0,0,0,146.90421080589294,1,0,0,1,0,meta-llama/Llama-2-7b-hf,284,8,15,2.9.1+cu128,4.57.3
