instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
0,Innewsairdoncomplex fifth,2820,0.6884765625,0,0,0,0,0,68.09149360656738,0,0,0,1,0,meta-llama/Llama-2-7b-hf,42,0,15,2.9.1+cu128,4.57.3
1,In alle reset Use courseHa Build,132,0.0322265625,0,0,0,0,0,2.916163682937622,0,0,0,1,0,meta-llama/Llama-2-7b-hf,43,0,15,2.9.1+cu128,4.57.3
2,In cousinblack Spanish positive,11277,2.753173828125,0,0,0,0,0,380.11920714378357,1,1,0,1,0,meta-llama/Llama-2-7b-hf,44,0,15,2.9.1+cu128,4.57.3
3,In Mackgie,5060,1.2353515625,0,0,0,0,0,132.3351333141327,1,0,0,1,0,meta-llama/Llama-2-7b-hf,45,0,15,2.9.1+cu128,4.57.3
4,In WHENPlatform Use courseHa Build,7247,1.769287109375,0,0,0,0,0,207.74699020385742,1,0,0,1,0,meta-llama/Llama-2-7b-hf,46,0,15,2.9.1+cu128,4.57.3
5,Inreset phase selectorunlessPI,3725,0.909423828125,0,0,0,0,0,92.56335687637329,0,0,0,1,0,meta-llama/Llama-2-7b-hf,47,0,15,2.9.1+cu128,4.57.3
6,InBuPlatform parameterVector,4570,1.11572265625,0,0,0,0,0,116.80741453170776,1,0,0,1,0,meta-llama/Llama-2-7b-hf,48,0,15,2.9.1+cu128,4.57.3
7,In WHENPlatform Use courseHa Georgia,3839,0.937255859375,0,0,0,0,0,95.52947998046875,0,0,0,1,0,meta-llama/Llama-2-7b-hf,49,0,15,2.9.1+cu128,4.57.3
8,InMar very DAVector,506,0.12353515625,0,0,0,0,0,11.325435876846313,0,0,0,1,0,meta-llama/Llama-2-7b-hf,50,0,15,2.9.1+cu128,4.57.3
9,Innewsponderdoncomplex fifth,4612,1.1259765625,0,0,0,0,0,118.1275372505188,1,0,0,1,0,meta-llama/Llama-2-7b-hf,51,0,15,2.9.1+cu128,4.57.3
10,In cousinblack Spanish difficultHa Build,91,0.022216796875,0,0,0,0,0,2.008559465408325,0,0,0,1,0,meta-llama/Llama-2-7b-hf,52,0,15,2.9.1+cu128,4.57.3
11,InMar very Spanish positive,8206,2.00341796875,0,0,0,0,0,243.94805216789246,1,1,0,1,0,meta-llama/Llama-2-7b-hf,53,0,15,2.9.1+cu128,4.57.3
12,InMarpick DAVector,933,0.227783203125,0,0,0,0,0,21.13974690437317,0,0,0,1,0,meta-llama/Llama-2-7b-hf,54,0,15,2.9.1+cu128,4.57.3
