instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
26,In cousinpick wontunlessPI,5853,1.428955078125,0,0,0,0,0,159.29320406913757,1,0,0,1,0,meta-llama/Llama-2-7b-hf,68,2,15,2.9.1+cu128,4.57.3
27,In pamPlatform pol positive,786,0.19189453125,0,0,0,0,0,17.74757957458496,0,0,0,1,0,meta-llama/Llama-2-7b-hf,69,2,15,2.9.1+cu128,4.57.3
28,InMarPlatform selectorunlessPI,523,0.127685546875,0,0,0,0,0,11.696328401565552,0,0,0,1,0,meta-llama/Llama-2-7b-hf,70,2,15,2.9.1+cu128,4.57.3
29,signal cousin forgot SpanishunlessPI,505,0.123291015625,0,0,0,0,0,11.30267333984375,0,0,0,1,0,meta-llama/Llama-2-7b-hf,71,2,15,2.9.1+cu128,4.57.3
30,signalMarPlatform selectorunlessPI,341,0.083251953125,0,0,0,0,0,7.722299575805664,0,0,0,1,0,meta-llama/Llama-2-7b-hf,72,2,15,2.9.1+cu128,4.57.3
31,InMarpick Spanish evangelPI,4775,1.165771484375,0,0,0,0,0,123.44788837432861,1,0,0,1,0,meta-llama/Llama-2-7b-hf,73,2,15,2.9.1+cu128,4.57.3
32,In cousinPlatform selectorunlessPI,1152,0.28125,0,0,0,0,0,26.337013721466064,0,0,0,1,0,meta-llama/Llama-2-7b-hf,74,2,15,2.9.1+cu128,4.57.3
33,signalMarPlatform selector positive,48,0.01171875,0,0,0,0,0,1.0674753189086914,0,0,0,1,0,meta-llama/Llama-2-7b-hf,75,2,15,2.9.1+cu128,4.57.3
34,InMarPlatform selectorCursor,786,0.19189453125,0,0,0,0,0,17.736390829086304,0,0,0,1,0,meta-llama/Llama-2-7b-hf,76,2,15,2.9.1+cu128,4.57.3
35,In cousin forgot WhichunlessPI,6261,1.528564453125,0,0,0,0,0,172.3259084224701,1,0,0,1,0,meta-llama/Llama-2-7b-hf,77,2,15,2.9.1+cu128,4.57.3
36,In cousin forgot SpanishunlessPI,949,0.231689453125,0,0,0,0,0,21.599019527435303,0,0,0,1,0,meta-llama/Llama-2-7b-hf,78,2,15,2.9.1+cu128,4.57.3
37,In successorpick Spanish evangel,391,0.095458984375,0,0,0,0,0,8.726741313934326,0,0,0,1,0,meta-llama/Llama-2-7b-hf,79,2,15,2.9.1+cu128,4.57.3
38,InMar forgot metricsunlessPI,870,0.21240234375,0,0,0,0,0,19.703407049179077,0,0,0,1,0,meta-llama/Llama-2-7b-hf,80,2,15,2.9.1+cu128,4.57.3
