instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
39,InMarPlatform selector pressPI,366,0.08935546875,0,0,0,0,0,8.573328971862793,0,0,0,1,0,meta-llama/Llama-2-7b-hf,81,3,15,2.9.1+cu128,4.57.3
40,InMar forgot SpanishunlessPI,1374,0.33544921875,0,0,0,0,0,31.6140775680542,0,0,0,1,0,meta-llama/Llama-2-7b-hf,82,3,15,2.9.1+cu128,4.57.3
41,install Analysis forgot SpanishunlessPI,762,0.18603515625,0,0,0,0,0,17.226680994033813,0,0,0,1,0,meta-llama/Llama-2-7b-hf,83,3,15,2.9.1+cu128,4.57.3
42,In shootPlatform selectorunlessPI,203,0.049560546875,0,0,0,0,0,4.506141901016235,0,0,0,1,0,meta-llama/Llama-2-7b-hf,84,3,15,2.9.1+cu128,4.57.3
43,InModelPlatform selectorunlessPI,899,0.219482421875,0,0,0,0,0,20.4301335811615,0,0,0,1,0,meta-llama/Llama-2-7b-hf,85,3,15,2.9.1+cu128,4.57.3
44,In Bengford selector pressPI,572,0.1396484375,0,0,0,0,0,12.877262115478516,0,0,0,1,0,meta-llama/Llama-2-7b-hf,86,3,15,2.9.1+cu128,4.57.3
45,In Analysis forgot SpanishunlessPI,4775,1.165771484375,0,0,0,0,0,122.95369362831116,1,0,0,1,0,meta-llama/Llama-2-7b-hf,87,3,15,2.9.1+cu128,4.57.3
46,InaaPlatform selectorunlessPI,4072,0.994140625,0,0,0,0,0,102.05224251747131,0,0,0,1,0,meta-llama/Llama-2-7b-hf,88,3,15,2.9.1+cu128,4.57.3
47,InMarpick SpanishunlessPI,887,0.216552734375,0,0,0,0,0,20.119909048080444,0,0,0,1,0,meta-llama/Llama-2-7b-hf,89,3,15,2.9.1+cu128,4.57.3
48,InMarpick Spanish BothPI,176,0.04296875,0,0,0,0,0,3.908557176589966,0,0,0,1,0,meta-llama/Llama-2-7b-hf,90,3,15,2.9.1+cu128,4.57.3
49,handlerMarpick SpanishunlessPI,874,0.21337890625,0,0,0,0,0,19.81002116203308,0,0,0,1,0,meta-llama/Llama-2-7b-hf,91,3,15,2.9.1+cu128,4.57.3
50,InMarpick TimerunlessPI,68,0.0166015625,0,0,0,0,0,1.5067877769470215,0,0,0,1,0,meta-llama/Llama-2-7b-hf,92,3,15,2.9.1+cu128,4.57.3
51,panMarpick selectorunlessPI,5276,1.2880859375,0,0,0,0,0,138.8361897468567,1,0,0,1,0,meta-llama/Llama-2-7b-hf,93,3,15,2.9.1+cu128,4.57.3
