instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
91,rMar forgot Cub BothPI,412,0.1005859375,0,0,0,0,0,9.655837774276733,0,0,0,1,0,meta-llama/Llama-2-7b-hf,133,7,15,2.9.1+cu128,4.57.3
92,GreenMar forgot Spanish BothPI,1470,0.35888671875,0,0,0,0,0,34.19617033004761,0,0,0,1,0,meta-llama/Llama-2-7b-hf,134,7,15,2.9.1+cu128,4.57.3
93,rMar forgot Spanish AndrePI,1277,0.311767578125,0,0,0,0,0,29.83347725868225,0,0,0,1,0,meta-llama/Llama-2-7b-hf,135,7,15,2.9.1+cu128,4.57.3
94,rMar forgot Spanish Both Hospital,1305,0.318603515625,0,0,0,0,0,30.12300992012024,0,0,0,1,0,meta-llama/Llama-2-7b-hf,136,7,15,2.9.1+cu128,4.57.3
95,r Islam forgot Spanish BothPI,738,0.18017578125,0,0,0,0,0,16.749127864837646,0,0,0,1,0,meta-llama/Llama-2-7b-hf,137,7,15,2.9.1+cu128,4.57.3
96,rMar forgot Spanish Both radiation,343,0.083740234375,0,0,0,0,0,7.692888021469116,0,0,0,1,0,meta-llama/Llama-2-7b-hf,138,7,15,2.9.1+cu128,4.57.3
97,rMar forgot Spanish Bothvery,114,0.02783203125,0,0,0,0,0,2.554663896560669,0,0,0,1,0,meta-llama/Llama-2-7b-hf,139,7,15,2.9.1+cu128,4.57.3
98,rMar relatively Spanish BothPI,227,0.055419921875,0,0,0,0,0,5.102990388870239,0,0,0,1,0,meta-llama/Llama-2-7b-hf,140,7,15,2.9.1+cu128,4.57.3
99,rMar Hugh Spanish BothPI,76,0.0185546875,0,0,0,0,0,1.7255995273590088,0,0,0,1,0,meta-llama/Llama-2-7b-hf,141,7,15,2.9.1+cu128,4.57.3
100,rMar sold Spanish BothPI,1022,0.24951171875,0,0,0,0,0,23.461449146270752,0,0,0,1,0,meta-llama/Llama-2-7b-hf,142,7,15,2.9.1+cu128,4.57.3
101,rMar forgot Spanish Bothvalidation,2111,0.515380859375,0,0,0,0,0,49.82753014564514,0,0,0,1,0,meta-llama/Llama-2-7b-hf,143,7,15,2.9.1+cu128,4.57.3
102,rMar forgot SpanishDoublePI,789,0.192626953125,0,0,0,0,0,17.869072198867798,0,0,0,1,0,meta-llama/Llama-2-7b-hf,144,7,15,2.9.1+cu128,4.57.3
103,rMarango Spanish Both differential,6800,1.66015625,0,0,0,0,0,191.73251080513,1,0,0,1,0,meta-llama/Llama-2-7b-hf,145,7,15,2.9.1+cu128,4.57.3
