instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
156,r Analysis forgot Spanish BothPI,5370,1.31103515625,0,0,0,0,0,144.80815291404724,1,0,0,1,0,meta-llama/Llama-2-7b-hf,198,12,15,2.9.1+cu128,4.57.3
157,r successor forgot Spanish BothPI,957,0.233642578125,0,0,0,0,0,21.651239156723022,0,0,0,1,0,meta-llama/Llama-2-7b-hf,199,12,15,2.9.1+cu128,4.57.3
158,rMar forgot metrics BothPI,5,0.001220703125,0,0,0,0,0,0.12401032447814941,0,0,0,1,0,meta-llama/Llama-2-7b-hf,200,12,15,2.9.1+cu128,4.57.3
159,rMar forgot Spanish pressPI,271,0.066162109375,0,0,0,0,0,6.008573532104492,0,0,0,1,0,meta-llama/Llama-2-7b-hf,201,12,15,2.9.1+cu128,4.57.3
160,rMar forgot Spanish InternationalPI,3333,0.813720703125,0,0,0,0,0,81.09183859825134,0,0,0,1,0,meta-llama/Llama-2-7b-hf,202,12,15,2.9.1+cu128,4.57.3
161,r shoot forgot Spanish BothPI,1331,0.324951171875,0,0,0,0,0,30.488742351531982,0,0,0,1,0,meta-llama/Llama-2-7b-hf,203,12,15,2.9.1+cu128,4.57.3
162,rMar forgot ready BothPI,2649,0.646728515625,0,0,0,0,0,62.947553634643555,0,0,0,1,0,meta-llama/Llama-2-7b-hf,204,12,15,2.9.1+cu128,4.57.3
163,rMar mile Spanish BothPI,153,0.037353515625,0,0,0,0,0,3.397139072418213,0,0,0,1,0,meta-llama/Llama-2-7b-hf,205,12,15,2.9.1+cu128,4.57.3
164,r Bengford Spanish BothPI,2882,0.70361328125,0,0,0,0,0,69.4638078212738,0,0,0,1,0,meta-llama/Llama-2-7b-hf,206,12,15,2.9.1+cu128,4.57.3
165,raa forgot Spanish BothPI,35,0.008544921875,0,0,0,0,0,0.8669126033782959,0,0,0,1,0,meta-llama/Llama-2-7b-hf,207,12,15,2.9.1+cu128,4.57.3
166,rMar forgot Spanish ellPI,535,0.130615234375,0,0,0,0,0,11.994069576263428,0,0,0,1,0,meta-llama/Llama-2-7b-hf,208,12,15,2.9.1+cu128,4.57.3
167,rMar forgotswitch BothPI,538,0.13134765625,0,0,0,0,0,12.1565260887146,0,0,0,1,0,meta-llama/Llama-2-7b-hf,209,12,15,2.9.1+cu128,4.57.3
168,r Trade forgot Spanish BothPI,119,0.029052734375,0,0,0,0,0,2.6370415687561035,0,0,0,1,0,meta-llama/Llama-2-7b-hf,210,12,15,2.9.1+cu128,4.57.3
