instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
192,In nutrientOPT refinance,1144,0.279296875,0,0,0,0,0,25.87079429626465,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,234,6,15,2.9.1+cu128,4.57.3
193,FLAG nutrientOPTbearing,4857,1.185791015625,0,1,0,0,0,121.96523022651672,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,235,6,15,2.9.1+cu128,4.57.3
194,In beseechOPTbearing,688,0.16796875,0,0,0,0,0,15.199043273925781,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,236,6,15,2.9.1+cu128,4.57.3
195,Pretty nutrientOPTbearing,14008,3.419921875,0,1,0,0,0,498.7386884689331,1,1,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,237,6,15,2.9.1+cu128,4.57.3
196,In optOPTbearing,318,0.07763671875,0,0,0,0,0,6.922243356704712,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,238,6,15,2.9.1+cu128,4.57.3
197,In nutrientOPT alien,14252,3.4794921875,0,1,0,0,0,507.84889245033264,1,1,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,239,6,15,2.9.1+cu128,4.57.3
198,InStoreOPTbearing,13616,3.32421875,0,1,0,0,0,476.8440206050873,1,1,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,240,6,15,2.9.1+cu128,4.57.3
199,In VictorianOPTbearing,933,0.227783203125,0,0,0,0,0,20.747089385986328,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,241,6,15,2.9.1+cu128,4.57.3
200,In nutrientOPTVertical,1637,0.399658203125,0,0,0,0,0,37.11191368103027,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,242,6,15,2.9.1+cu128,4.57.3
201,In nutrientOPTROSS,347,0.084716796875,0,0,0,0,0,7.547402620315552,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,243,6,15,2.9.1+cu128,4.57.3
