instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
134,ark nutrientOPT systemic,472,0.115234375,0,0,0,0,0,10.608690738677979,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,394,11,15,2.9.1+cu128,4.57.3
135,In nutrient troublebearing,5105,1.246337890625,0,1,0,0,0,129.5693461894989,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,395,11,15,2.9.1+cu128,4.57.3
136,Cincinnati nutrientOPTbearing,7028,1.7158203125,0,1,0,0,0,194.16453528404236,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,396,11,15,2.9.1+cu128,4.57.3
137,Motion nutrientOPTbearing,4461,1.089111328125,0,1,0,0,0,110.62678337097168,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,397,11,15,2.9.1+cu128,4.57.3
138,In nutrientOPT Thou,4379,1.069091796875,0,1,0,0,0,108.41732835769653,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,398,11,15,2.9.1+cu128,4.57.3
139,In nutrient Becomebearing,42,0.01025390625,0,0,0,0,0,0.9092662334442139,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,399,11,15,2.9.1+cu128,4.57.3
140,In digestionOPTbearing,281,0.068603515625,0,0,0,0,0,6.123651027679443,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,400,11,15,2.9.1+cu128,4.57.3
141,In resultOPTbearing,703,0.171630859375,0,0,0,0,0,15.471192598342896,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,401,11,15,2.9.1+cu128,4.57.3
142,In nutrientOPT Ming,1366,0.33349609375,0,0,0,0,0,30.656013250350952,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,402,11,15,2.9.1+cu128,4.57.3
143,dad nutrientOPTbearing,4,0.0009765625,0,0,0,0,0,0.08921170234680176,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,403,11,15,2.9.1+cu128,4.57.3
144,InSequentialOPTbearing,4629,1.130126953125,0,1,0,0,0,115.35958504676819,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,404,11,15,2.9.1+cu128,4.57.3
145,In brimOPTbearing,3137,0.765869140625,0,0,0,0,0,74.39149570465088,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,405,11,15,2.9.1+cu128,4.57.3
146,InresentOPTbearing,583,0.142333984375,0,0,0,0,0,12.801281690597534,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,406,11,15,2.9.1+cu128,4.57.3
147,dream nutrientOPTbearing,202,0.04931640625,0,0,0,0,0,4.389840602874756,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,407,11,15,2.9.1+cu128,4.57.3
148,ANN nutrientOPTbearing,4867,1.188232421875,0,1,0,0,0,122.51053953170776,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,408,11,15,2.9.1+cu128,4.57.3
149,InSecondaryOPTbearing,146,0.03564453125,0,0,0,0,0,3.170929193496704,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,409,11,15,2.9.1+cu128,4.57.3
150,In nutrientOPT quietly,1013,0.247314453125,0,0,0,0,0,22.50680136680603,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,410,11,15,2.9.1+cu128,4.57.3
151,label nutrientOPTbearing,4431,1.081787109375,0,1,0,0,0,110.07986879348755,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,411,11,15,2.9.1+cu128,4.57.3
152,In MechanicalOPTbearing,814,0.19873046875,0,0,0,0,0,18.0535671710968,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,412,11,15,2.9.1+cu128,4.57.3
153,In underlineOPTbearing,606,0.14794921875,0,0,0,0,0,13.33680534362793,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,413,11,15,2.9.1+cu128,4.57.3
154,InWeeklyOPTbearing,1826,0.44580078125,0,0,0,0,0,41.707245111465454,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,414,11,15,2.9.1+cu128,4.57.3
155,Literature nutrientOPTbearing,2336,0.5703125,0,0,0,0,0,54.221203565597534,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,415,11,15,2.9.1+cu128,4.57.3
156,InSiblingOPTgil,602,0.14697265625,0,0,0,0,0,13.27512240409851,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,416,11,15,2.9.1+cu128,4.57.3
157,InTrimOPTbearing,4435,1.082763671875,0,1,0,0,0,109.89833521842957,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,417,11,15,2.9.1+cu128,4.57.3
158,turbulent nutrientOPTbearing,4544,1.109375,0,1,0,0,0,113.3375780582428,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,418,11,15,2.9.1+cu128,4.57.3
159,InMonitorOPTbearing,4328,1.056640625,0,1,0,0,0,106.78213739395142,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,419,11,15,2.9.1+cu128,4.57.3
160,In DIPOPTbearing,799,0.195068359375,0,0,0,0,0,17.67127823829651,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,420,11,15,2.9.1+cu128,4.57.3
