instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
102,Disease nutrientOPTbearing,1100,0.2685546875,0,0,0,0,0,24.79152798652649,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,362,10,15,2.9.1+cu128,4.57.3
103,In palmarOPTbearing,236,0.0576171875,0,0,0,0,0,5.116835832595825,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,363,10,15,2.9.1+cu128,4.57.3
104,In nutrient Welfarebearing,5537,1.351806640625,0,1,0,0,0,143.39486145973206,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,364,10,15,2.9.1+cu128,4.57.3
105,In CitizenOPTbearing,168,0.041015625,0,0,0,0,0,3.6328465938568115,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,365,10,15,2.9.1+cu128,4.57.3
106,In nutrientOPTKay,62,0.01513671875,0,0,0,0,0,1.338212013244629,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,366,10,15,2.9.1+cu128,4.57.3
107,In nutrient antagonistbearing,235,0.057373046875,0,0,0,0,0,5.096015214920044,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,367,10,15,2.9.1+cu128,4.57.3
108,In amazonOPTbearing,100,0.0244140625,0,0,0,0,0,2.1563313007354736,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,368,10,15,2.9.1+cu128,4.57.3
109,In nutrientOPT alternately,2855,0.697021484375,0,0,0,0,0,66.7983705997467,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,369,10,15,2.9.1+cu128,4.57.3
110,elementary nutrientOPTbearing,7280,1.77734375,0,1,0,0,0,202.48937821388245,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,370,10,15,2.9.1+cu128,4.57.3
111,u nutrientOPTbearing,2848,0.6953125,0,0,0,0,0,66.82232093811035,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,371,10,15,2.9.1+cu128,4.57.3
112,Analytics nutrientOPTbearing,13034,3.18212890625,0,1,0,0,0,447.6083860397339,1,1,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,372,10,15,2.9.1+cu128,4.57.3
113,Ill nutrientOPT antiquity,29,0.007080078125,0,0,0,0,0,0.6273341178894043,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,373,10,15,2.9.1+cu128,4.57.3
114,In nutrientOPT Andreas,269,0.065673828125,0,0,0,0,0,5.86010479927063,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,374,10,15,2.9.1+cu128,4.57.3
115,In nutrientwholebearing,342,0.08349609375,0,0,0,0,0,7.449892044067383,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,375,10,15,2.9.1+cu128,4.57.3
116,In highlightOPTbearing,888,0.216796875,0,0,0,0,0,19.668389320373535,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,376,10,15,2.9.1+cu128,4.57.3
117,In nutrientOPT Gad,280,0.068359375,0,0,0,0,0,6.089845418930054,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,377,10,15,2.9.1+cu128,4.57.3
118,wish nutrientOPTbearing,744,0.181640625,0,0,0,0,0,16.385273456573486,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,378,10,15,2.9.1+cu128,4.57.3
119,In nutrientkitchenbearing,37,0.009033203125,0,0,0,0,0,0.8005311489105225,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,379,10,15,2.9.1+cu128,4.57.3
120,In nutrient curvature organize,151,0.036865234375,0,0,0,0,0,3.266831159591675,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,380,10,15,2.9.1+cu128,4.57.3
121,In nutrient suspensionbearing,4896,1.1953125,0,1,0,0,0,123.56251311302185,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,381,10,15,2.9.1+cu128,4.57.3
122,InleagueOPTbearing,2367,0.577880859375,0,0,0,0,0,54.695942878723145,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,382,10,15,2.9.1+cu128,4.57.3
123,Mari nutrientOPTbearing,2398,0.58544921875,0,0,0,0,0,55.424625873565674,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,383,10,15,2.9.1+cu128,4.57.3
124,In nutrient farbearing,4268,1.0419921875,0,1,0,0,0,104.84692430496216,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,384,10,15,2.9.1+cu128,4.57.3
125,In nutrientOPT brew,3517,0.858642578125,0,0,0,0,0,84.24531865119934,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,385,10,15,2.9.1+cu128,4.57.3
126,InConnectionOPTPUBLIC,529,0.129150390625,0,0,0,0,0,11.555054187774658,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,386,10,15,2.9.1+cu128,4.57.3
127,In coltOPTbearing,1351,0.329833984375,0,0,0,0,0,30.285449981689453,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,387,10,15,2.9.1+cu128,4.57.3
128,In nutrientOPT Soc,1235,0.301513671875,0,0,0,0,0,27.632391452789307,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,388,10,15,2.9.1+cu128,4.57.3
129,Sheila nutrientOPTbearing,430,0.10498046875,0,0,0,0,0,9.39352560043335,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,389,10,15,2.9.1+cu128,4.57.3
130,In nutrientCantbearing,1003,0.244873046875,0,0,0,0,0,22.282336235046387,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,390,10,15,2.9.1+cu128,4.57.3
131,In enorm taperedbearing,2478,0.60498046875,0,0,0,0,0,57.45601677894592,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,391,10,15,2.9.1+cu128,4.57.3
132,In InvestigationOPTbearing,7956,1.9423828125,0,1,0,0,0,227.09080505371094,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,392,10,15,2.9.1+cu128,4.57.3
133,In nutrientOPT thirsty,370,0.09033203125,0,0,0,0,0,8.074947357177734,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,393,10,15,2.9.1+cu128,4.57.3
134,ark nutrientOPT systemic,472,0.115234375,0,0,0,0,0,10.613499164581299,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,394,10,15,2.9.1+cu128,4.57.3
135,In nutrient troublebearing,5105,1.246337890625,0,1,0,0,0,129.48888158798218,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,395,10,15,2.9.1+cu128,4.57.3
136,Cincinnati nutrientOPTbearing,7028,1.7158203125,0,1,0,0,0,194.15224409103394,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,396,10,15,2.9.1+cu128,4.57.3
137,Motion nutrientOPTbearing,4461,1.089111328125,0,1,0,0,0,110.68275213241577,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,397,10,15,2.9.1+cu128,4.57.3
138,In nutrientOPT Thou,4379,1.069091796875,0,1,0,0,0,108.46437907218933,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,398,10,15,2.9.1+cu128,4.57.3
139,In nutrient Becomebearing,42,0.01025390625,0,0,0,0,0,0.9113414287567139,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,399,10,15,2.9.1+cu128,4.57.3
140,In digestionOPTbearing,281,0.068603515625,0,0,0,0,0,6.136259317398071,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,400,10,15,2.9.1+cu128,4.57.3
141,In resultOPTbearing,703,0.171630859375,0,0,0,0,0,15.502681732177734,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,401,10,15,2.9.1+cu128,4.57.3
142,In nutrientOPT Ming,1366,0.33349609375,0,0,0,0,0,30.758121013641357,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,402,10,15,2.9.1+cu128,4.57.3
143,dad nutrientOPTbearing,4,0.0009765625,0,0,0,0,0,0.08958625793457031,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,403,10,15,2.9.1+cu128,4.57.3
144,InSequentialOPTbearing,4629,1.130126953125,0,1,0,0,0,115.39911389350891,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,404,10,15,2.9.1+cu128,4.57.3
145,In brimOPTbearing,3137,0.765869140625,0,0,0,0,0,74.4316029548645,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,405,10,15,2.9.1+cu128,4.57.3
146,InresentOPTbearing,583,0.142333984375,0,0,0,0,0,12.80712604522705,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,406,10,15,2.9.1+cu128,4.57.3
147,dream nutrientOPTbearing,202,0.04931640625,0,0,0,0,0,4.390559196472168,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,407,10,15,2.9.1+cu128,4.57.3
148,ANN nutrientOPTbearing,4867,1.188232421875,0,1,0,0,0,122.67259287834167,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,408,10,15,2.9.1+cu128,4.57.3
149,InSecondaryOPTbearing,146,0.03564453125,0,0,0,0,0,3.1773171424865723,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,409,10,15,2.9.1+cu128,4.57.3
