instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
96,VERIFY nutrientOPTbearing,145,0.035400390625,0,0,0,0,0,3.5003273487091064,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,138,3,15,2.9.1+cu128,4.57.3
97,In disconcertOPTbearing,3217,0.785400390625,0,0,0,0,0,77.05340814590454,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,139,3,15,2.9.1+cu128,4.57.3
98,In feminineOPTbearing,193,0.047119140625,0,0,0,0,0,4.2167651653289795,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,140,3,15,2.9.1+cu128,4.57.3
99,In nutrientOPT especially,520,0.126953125,0,0,0,0,0,11.620107650756836,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,141,3,15,2.9.1+cu128,4.57.3
100,In nutrient Quietbearing,1638,0.39990234375,0,0,0,0,0,37.34128260612488,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,142,3,15,2.9.1+cu128,4.57.3
101,In afternoonOPTbearing,566,0.13818359375,0,0,0,0,0,12.495465755462646,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,143,3,15,2.9.1+cu128,4.57.3
102,In nutrient frightfulbearing,157,0.038330078125,0,0,0,0,0,3.4099583625793457,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,144,3,15,2.9.1+cu128,4.57.3
103,In regularizationOPTbearing,947,0.231201171875,0,0,0,0,0,21.026828050613403,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,145,3,15,2.9.1+cu128,4.57.3
104,buildup nutrientOPTbearing,6070,1.48193359375,0,1,0,0,0,161.48169827461243,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,146,3,15,2.9.1+cu128,4.57.3
105,In nutrientOPT props,177,0.043212890625,0,0,0,0,0,3.9292166233062744,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,147,3,15,2.9.1+cu128,4.57.3
106,In nutrientOPTURI,1818,0.44384765625,0,0,0,0,0,41.40440392494202,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,148,3,15,2.9.1+cu128,4.57.3
107,In nutrient incapablebearing,1718,0.41943359375,0,0,0,0,0,38.97526788711548,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,149,3,15,2.9.1+cu128,4.57.3
108,In nutrientSTREAMbearing,388,0.0947265625,0,0,0,0,0,8.465527296066284,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,150,3,15,2.9.1+cu128,4.57.3
109,In consistentlyOPTbearing,34,0.00830078125,0,0,0,0,0,0.7364082336425781,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,151,3,15,2.9.1+cu128,4.57.3
110,In nutrientOPT bullying,764,0.1865234375,0,0,0,0,0,16.87400484085083,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,152,3,15,2.9.1+cu128,4.57.3
111,PLAN nutrientOPTbearing,343,0.083740234375,0,0,0,0,0,7.475613355636597,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,153,3,15,2.9.1+cu128,4.57.3
112,kneel nutrientOPTbearing,288,0.0703125,0,0,0,0,0,6.26720666885376,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,154,3,15,2.9.1+cu128,4.57.3
113,inspirational nutrientOPTbearing,6792,1.658203125,0,1,0,0,0,185.16870164871216,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,155,3,15,2.9.1+cu128,4.57.3
114,In nutrientOPT Yorkshire,90,0.02197265625,0,0,0,0,0,1.9564647674560547,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,156,3,15,2.9.1+cu128,4.57.3
115,In nutrientOPT social,394,0.09619140625,0,0,0,0,0,8.621700525283813,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,157,3,15,2.9.1+cu128,4.57.3
116,Butler nutrientOPTbearing,452,0.1103515625,0,0,0,0,0,9.906454801559448,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,158,3,15,2.9.1+cu128,4.57.3
117,In nutrient nulbearing,13343,3.257568359375,0,1,0,0,0,465.5759882926941,1,1,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,159,3,15,2.9.1+cu128,4.57.3
118,Michigan nutrientOPTbearing,105,0.025634765625,0,0,0,0,0,2.292088747024536,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,160,3,15,2.9.1+cu128,4.57.3
119,In nutrient finebearing,286,0.06982421875,0,0,0,0,0,6.233705520629883,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,161,3,15,2.9.1+cu128,4.57.3
120,In TweakOPTbearing,318,0.07763671875,0,0,0,0,0,6.9330010414123535,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,162,3,15,2.9.1+cu128,4.57.3
121,In nutrientOPT human,3448,0.841796875,0,0,0,0,0,82.85480499267578,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,163,3,15,2.9.1+cu128,4.57.3
122,InSequenceOPTbearing,1627,0.397216796875,0,0,0,0,0,36.84607696533203,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,164,3,15,2.9.1+cu128,4.57.3
123,men nutrientOPTbearing,2180,0.5322265625,0,0,0,0,0,50.17479753494263,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,165,3,15,2.9.1+cu128,4.57.3
124,In nutrientOPT due,1404,0.3427734375,0,0,0,0,0,31.544575691223145,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,166,3,15,2.9.1+cu128,4.57.3
125,reddish nutrientOPTbearing,584,0.142578125,0,0,0,0,0,12.814699649810791,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,167,3,15,2.9.1+cu128,4.57.3
126,struck nutrientOPTbearing,28,0.0068359375,0,0,0,0,0,0.6070868968963623,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,168,3,15,2.9.1+cu128,4.57.3
127,InComfortOPTbearing,1777,0.433837890625,0,0,0,0,0,40.43222904205322,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,169,3,15,2.9.1+cu128,4.57.3
128,lichen nutrientOPTbearing,4988,1.2177734375,0,1,0,0,0,127.17036080360413,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,170,3,15,2.9.1+cu128,4.57.3
129,In nutrientmountedbearing,29,0.007080078125,0,0,0,0,0,0.6368265151977539,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,171,3,15,2.9.1+cu128,4.57.3
130,Bloom nutrientOPTbearing,333,0.081298828125,0,0,0,0,0,7.314913034439087,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,172,3,15,2.9.1+cu128,4.57.3
131,In nutrient probablybearing,12213,2.981689453125,0,1,0,0,0,411.2297143936157,1,1,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,173,3,15,2.9.1+cu128,4.57.3
132,In nutrientOPTresolve,4286,1.04638671875,0,1,0,0,0,106.28098917007446,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,174,3,15,2.9.1+cu128,4.57.3
133,In contiguousOPTbearing,56,0.013671875,0,0,0,0,0,1.2192964553833008,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,175,3,15,2.9.1+cu128,4.57.3
134,In desiredOPTbearing,683,0.166748046875,0,0,0,0,0,15.084437608718872,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,176,3,15,2.9.1+cu128,4.57.3
135,agreeable nutrientOPTbearing,377,0.092041015625,0,0,0,0,0,8.254670143127441,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,177,3,15,2.9.1+cu128,4.57.3
136,In nutrientWholebearing,2239,0.546630859375,0,0,0,0,0,51.839221477508545,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,178,3,15,2.9.1+cu128,4.57.3
137,depression nutrientOPTbearing,4580,1.1181640625,0,1,0,0,0,114.70230293273926,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,179,3,15,2.9.1+cu128,4.57.3
138,In sanitaryOPTbearing,1159,0.282958984375,0,0,0,0,0,26.04706358909607,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,180,3,15,2.9.1+cu128,4.57.3
139,competency nutrientOPTbearing,160,0.0390625,0,0,0,0,0,3.4816267490386963,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,181,3,15,2.9.1+cu128,4.57.3
