instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
0,Inpronounced scratchdrawer taut,3438,0.83935546875,0,0,0,0,0,82.65984058380127,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,42,0,15,2.9.1+cu128,4.57.3
1,In fullyHal truncation,6220,1.5185546875,0,1,0,0,0,166.33925604820251,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,43,0,15,2.9.1+cu128,4.57.3
2,closure mankindHal truncation,8147,1.989013671875,0,1,0,0,0,234.84797620773315,1,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,44,0,15,2.9.1+cu128,4.57.3
3,Inpronounced scratchdrawer,9236,2.2548828125,0,1,0,0,0,278.537801027298,1,1,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,45,0,15,2.9.1+cu128,4.57.3
4,In service Hughes,358,0.08740234375,0,0,0,0,0,7.823678493499756,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,46,0,15,2.9.1+cu128,4.57.3
5,In nutrient attachbearing biblical,8458,2.06494140625,0,1,0,0,0,246.97427368164062,1,1,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,47,0,15,2.9.1+cu128,4.57.3
6,In winkHal truncation,1959,0.478271484375,0,0,0,0,0,44.800761222839355,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,48,0,15,2.9.1+cu128,4.57.3
7,In nutrient Complex Pur,986,0.24072265625,0,0,0,0,0,21.934807777404785,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,49,0,15,2.9.1+cu128,4.57.3
8,In swimHal truncation,65,0.015869140625,0,0,0,0,0,1.4095606803894043,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,50,0,15,2.9.1+cu128,4.57.3
9,In nutrient attachbearing,101,0.024658203125,0,0,0,0,0,2.1888766288757324,0,0,0,0,0,deepseek-ai/deepseek-coder-7b-base-v1.5,51,0,15,2.9.1+cu128,4.57.3
