instruction_index,prompt,num_tokens_generated,OGF,stall,over_ctx_no_eos,TP@512,TP@1024,tail_len,latency_sec,success_ogf1,success_ogf2,success_ogf4,saw_eos,cap_hit,model,run_seed,chunk_index,num_chunks,torch_version,transformers_version
42,r longfactor Ko pressure Gill HE,5003,1.221435546875,0,0,0,0,0,129.79090332984924,1,0,0,1,0,meta-llama/Llama-2-7b-hf,738,12,15,2.9.1+cu128,4.57.3
43,r long Orient connection pressure Gill HE,1847,0.450927734375,0,0,0,0,0,42.90043520927429,0,0,0,1,0,meta-llama/Llama-2-7b-hf,739,12,15,2.9.1+cu128,4.57.3
44,r long Anal fog pressureactual HE,2,0.00048828125,0,0,0,0,0,0.05007290840148926,0,0,0,1,0,meta-llama/Llama-2-7b-hf,740,12,15,2.9.1+cu128,4.57.3
45,r longHOME fog pressureContact HE,4753,1.160400390625,0,0,0,0,0,121.56985855102539,1,0,0,1,0,meta-llama/Llama-2-7b-hf,741,12,15,2.9.1+cu128,4.57.3
46,r longlett vari pressurerame HE,4776,1.166015625,0,0,0,0,0,122.36600303649902,1,0,0,1,0,meta-llama/Llama-2-7b-hf,742,12,15,2.9.1+cu128,4.57.3
47,r long stuck fog pressureactual HE,60,0.0146484375,0,0,0,0,0,1.3287379741668701,0,0,0,1,0,meta-llama/Llama-2-7b-hf,743,12,15,2.9.1+cu128,4.57.3
48,r longHOME fog pressure precision HE,1143,0.279052734375,0,0,0,0,0,25.98089361190796,0,0,0,1,0,meta-llama/Llama-2-7b-hf,744,12,15,2.9.1+cu128,4.57.3
49,r long stuck fog pressureactual singleton,5294,1.29248046875,0,0,0,0,0,138.68897414207458,1,0,0,1,0,meta-llama/Llama-2-7b-hf,745,12,15,2.9.1+cu128,4.57.3
50,r longRange Ko pressure Gill HE,439,0.107177734375,0,0,0,0,0,9.76442289352417,0,0,0,1,0,meta-llama/Llama-2-7b-hf,746,12,15,2.9.1+cu128,4.57.3
51,r long Brig fog pressureactual HE,8566,2.09130859375,0,0,0,0,0,258.76514625549316,1,1,0,1,0,meta-llama/Llama-2-7b-hf,747,12,15,2.9.1+cu128,4.57.3
52,r longHOME fog pressurelate HE,3095,0.755615234375,0,0,0,0,0,74.95162510871887,0,0,0,1,0,meta-llama/Llama-2-7b-hf,748,12,15,2.9.1+cu128,4.57.3
53,r longHOME fog pressure Gill ratio,3398,0.82958984375,0,0,0,0,0,83.15965843200684,0,0,0,1,0,meta-llama/Llama-2-7b-hf,749,12,15,2.9.1+cu128,4.57.3
54,r longHOME fog missionactual HE,450,0.10986328125,0,0,0,0,0,10.041756868362427,0,0,0,1,0,meta-llama/Llama-2-7b-hf,750,12,15,2.9.1+cu128,4.57.3
55,r StepHOME fog pressureactual HE,9337,2.279541015625,0,0,0,0,0,290.54180359840393,1,1,0,1,0,meta-llama/Llama-2-7b-hf,751,12,15,2.9.1+cu128,4.57.3
56,r dynamicHOME fog pressure IT HE,8,0.001953125,0,0,0,0,0,0.17828035354614258,0,0,0,1,0,meta-llama/Llama-2-7b-hf,752,12,15,2.9.1+cu128,4.57.3
57,guest longHOME fog pressureactual HE,1084,0.2646484375,0,0,0,0,0,24.536319494247437,0,0,0,1,0,meta-llama/Llama-2-7b-hf,753,12,15,2.9.1+cu128,4.57.3
58,r longHOME fogLayeractual HE,8292,2.0244140625,0,0,0,0,0,246.88793444633484,1,1,0,1,0,meta-llama/Llama-2-7b-hf,754,12,15,2.9.1+cu128,4.57.3
59,instead longHOME fog pressureactual HE,756,0.1845703125,0,0,0,0,0,16.939452648162842,0,0,0,1,0,meta-llama/Llama-2-7b-hf,755,12,15,2.9.1+cu128,4.57.3
60,r dynamicHOME fog pressure Gill HE,6435,1.571044921875,0,0,0,0,0,177.57492423057556,1,0,0,1,0,meta-llama/Llama-2-7b-hf,756,12,15,2.9.1+cu128,4.57.3
61,r longHOME fog pressure IT HE,335,0.081787109375,0,0,0,0,0,7.430015802383423,0,0,0,1,0,meta-llama/Llama-2-7b-hf,757,12,15,2.9.1+cu128,4.57.3
62,instead longHOME fog pressure Gill HE,909,0.221923828125,0,0,0,0,0,20.548207759857178,0,0,0,1,0,meta-llama/Llama-2-7b-hf,758,12,15,2.9.1+cu128,4.57.3
63,r longHOME pipeline pressure Gill HE,1041,0.254150390625,0,0,0,0,0,23.537739753723145,0,0,0,1,0,meta-llama/Llama-2-7b-hf,759,12,15,2.9.1+cu128,4.57.3
64,r longMart pipeline pressure opinion HE,5208,1.271484375,0,0,0,0,0,136.25310063362122,1,0,0,1,0,meta-llama/Llama-2-7b-hf,760,12,15,2.9.1+cu128,4.57.3
65,r dynamicHOMETwo pressure Gill HE,3247,0.792724609375,0,0,0,0,0,78.79853677749634,0,0,0,1,0,meta-llama/Llama-2-7b-hf,761,12,15,2.9.1+cu128,4.57.3
66,r longHOMETwo pressure Gill HE,959,0.234130859375,0,0,0,0,0,21.64384412765503,0,0,0,1,0,meta-llama/Llama-2-7b-hf,762,12,15,2.9.1+cu128,4.57.3
67,r long wid fog pressure Gill HE,311,0.075927734375,0,0,0,0,0,6.880415201187134,0,0,0,1,0,meta-llama/Llama-2-7b-hf,763,12,15,2.9.1+cu128,4.57.3
68,weak long dip fog pressure Gill HE,5203,1.270263671875,0,0,0,0,0,136.57912373542786,1,0,0,1,0,meta-llama/Llama-2-7b-hf,764,12,15,2.9.1+cu128,4.57.3
69,r longHOME pipeline pressure pick HE,3497,0.853759765625,0,0,0,0,0,85.72295713424683,0,0,0,1,0,meta-llama/Llama-2-7b-hf,765,12,15,2.9.1+cu128,4.57.3
70,nat long dip fog pressure Gill HE,2115,0.516357421875,0,0,0,0,0,49.84482955932617,0,0,0,1,0,meta-llama/Llama-2-7b-hf,766,12,15,2.9.1+cu128,4.57.3
71,r longHOME fogatherine Gill HE,5239,1.279052734375,0,0,0,0,0,137.53180408477783,1,0,0,1,0,meta-llama/Llama-2-7b-hf,767,12,15,2.9.1+cu128,4.57.3
72,r longdid pipeline pressure Gill HE,5214,1.27294921875,0,0,0,0,0,137.03354001045227,1,0,0,1,0,meta-llama/Llama-2-7b-hf,768,12,15,2.9.1+cu128,4.57.3
73,minus longHOME fog pressure Gill HE,721,0.176025390625,0,0,0,0,0,16.253398418426514,0,0,0,1,0,meta-llama/Llama-2-7b-hf,769,12,15,2.9.1+cu128,4.57.3
